label,text
__label__virtual_lab_manipulation,"Turn off the filament."
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__lab_guide_question,"What does the electrometer measure?"
__label__virtual_lab_manipulation,"Power up the oven variac."
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__lab_guide_question,"Can you elaborate on the role of the filament cathode?"
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__lab_guide_question,"What does the electrometer measure?"
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__lab_guide_question,"What does the electrometer measure?"
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__virtual_lab_manipulation,"Switch to the tube camera."
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__virtual_lab_manipulation,"Adjust the filament variac knob."
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__lab_guide_question,"What is the significance of quantized energy levels?"
__label__lab_guide_question,"Explain the concept of thermionic emission."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__virtual_lab_manipulation,"Check the temperature of the furnace."
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__virtual_lab_manipulation,"Rotate the Va potentiometer clockwise."
__label__lab_guide_question,"Why is mercury used in the Franck-Hertz experiment?"
__label__lab_guide_question,"What is the significance of quantized energy levels?"
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__virtual_lab_manipulation,"Check the temperature of the furnace."
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__lab_guide_question,"What is the atomic weight of mercury?"
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__lab_guide_question,"What does the retarding voltage do?"
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Rotate the Va potentiometer clockwise."
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__lab_guide_question,"What is the atomic weight of mercury?"
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__lab_guide_question,"Can you elaborate on the role of the filament cathode?"
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__lab_guide_question,"What does the retarding voltage do?"
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__virtual_lab_manipulation,"Switch to the DATA camera view."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__lab_guide_question,"Can you elaborate on the role of the filament cathode?"
__label__lab_guide_question,"What does the retarding voltage do?"
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__virtual_lab_manipulation,"Power up the oven variac."
__label__lab_guide_question,"What does the retarding voltage do?"
__label__lab_guide_question,"Why do we need to heat the mercury in the vacuum tube?"
__label__lab_guide_question,"Why do we need to heat the mercury in the vacuum tube?"
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__virtual_lab_manipulation,"Switch to the tube camera."
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__virtual_lab_manipulation,"Set the oven to 300 degrees."
__label__lab_guide_question,"Why is a vacuum tube used in this setup?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Rotate the Va potentiometer clockwise."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Turn off the filament."
__label__virtual_lab_manipulation,"Turn off the filament."
__label__virtual_lab_manipulation,"Power up the oven variac."
__label__virtual_lab_manipulation,"Power up the oven variac."
__label__virtual_lab_manipulation,"Power up the oven variac."
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__virtual_lab_manipulation,"Reset the electrometer zero check."
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__lab_guide_question,"What is the atomic weight of mercury?"
__label__lab_guide_question,"Why do we need to heat the mercury in the vacuum tube?"
__label__lab_guide_question,"What is the atomic weight of mercury?"
__label__lab_guide_question,"Why do we need to heat the mercury in the vacuum tube?"
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__virtual_lab_manipulation,"Change the electrometer range to 20 pA."
__label__virtual_lab_manipulation,"Switch to the DATA camera view."
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__virtual_lab_manipulation,"Switch to the DATA camera view."
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__lab_guide_question,"Why is mercury used in the Franck-Hertz experiment?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__lab_guide_question,"Why is mercury used in the Franck-Hertz experiment?"
__label__virtual_lab_manipulation,"Reset the electrometer zero check."
__label__lab_guide_question,"How does the DC power supply affect the experiment?"
__label__lab_guide_question,"Can you elaborate on the role of the filament cathode?"
__label__virtual_lab_manipulation,"Switch to the tube camera."
__label__virtual_lab_manipulation,"Turn off the filament."
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__lab_guide_question,"What is the atomic weight of mercury?"
__label__lab_guide_question,"What does the electrometer measure?"
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__lab_guide_question,"Why is a vacuum tube used in this setup?"
__label__virtual_lab_manipulation,"Power up the oven variac."
__label__lab_guide_question,"Why is a vacuum tube used in this setup?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__lab_guide_question,"What does the electrometer measure?"
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__virtual_lab_manipulation,"Adjust the filament variac knob."
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__lab_guide_question,"Why is mercury used in the Franck-Hertz experiment?"
__label__lab_guide_question,"Explain the concept of thermionic emission."
__label__virtual_lab_manipulation,"Increase the reaction chamber's pressure."
__label__virtual_lab_manipulation,"Set the oven to 300 degrees."
__label__lab_guide_question,"What does the retarding voltage do?"
__label__virtual_lab_manipulation,"Check the temperature of the furnace."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__virtual_lab_manipulation,"Switch to the tube camera."
__label__virtual_lab_manipulation,"Adjust the filament variac knob."
__label__lab_guide_question,"Why do we need to heat the mercury in the vacuum tube?"
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__virtual_lab_manipulation,"Increase the reaction chamber's pressure."
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__virtual_lab_manipulation,"Increase the reaction chamber's pressure."
__label__virtual_lab_manipulation,"Set the oven to 300 degrees."
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Rotate the Va potentiometer clockwise."
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__virtual_lab_manipulation,"Increase the reaction chamber's pressure."
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__lab_guide_question,"Explain the concept of thermionic emission."
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__lab_guide_question,"How does the oven variac control the temperature?"
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__virtual_lab_manipulation,"Change the electrometer range to 20 pA."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__virtual_lab_manipulation,"Reset the electrometer zero check."
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__lab_guide_question,"How does the oven variac control the temperature?"
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__lab_guide_question,"Why do we need to heat the mercury in the vacuum tube?"
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__virtual_lab_manipulation,"Change the electrometer range to 20 pA."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__lab_guide_question,"What does the electrometer measure?"
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__virtual_lab_manipulation,"Rotate the Va potentiometer clockwise."
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__virtual_lab_manipulation,"Change the electrometer range to 20 pA."
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__lab_guide_question,"Can you elaborate on the role of the filament cathode?"
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__lab_guide_question,"Explain the concept of thermionic emission."
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__lab_guide_question,"What does the retarding voltage do?"
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__lab_guide_question,"What is the atomic weight of mercury?"
__label__lab_guide_question,"Why is a vacuum tube used in this setup?"
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__virtual_lab_manipulation,"Switch to the tube camera."
__label__virtual_lab_manipulation,"Turn off the filament."
__label__lab_guide_question,"Why is mercury used in the Franck-Hertz experiment?"
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__virtual_lab_manipulation,"Change the electrometer range to 20 pA."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__virtual_lab_manipulation,"Rotate the Va potentiometer clockwise."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Switch to the DATA camera view."
__label__lab_guide_question,"Why is mercury used in the Franck-Hertz experiment?"
__label__lab_guide_question,"What is the significance of quantized energy levels?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__lab_guide_question,"Explain the concept of thermionic emission."
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__lab_guide_question,"What is the significance of quantized energy levels?"
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__virtual_lab_manipulation,"Power up the oven variac."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__lab_guide_question,"How does the oven variac control the temperature?"
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__lab_guide_question,"What temperature should the reaction vessel be?"
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__virtual_lab_manipulation,"Increase the retarding voltage to 1.5 V."
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__virtual_lab_manipulation,"Change the electrometer range to 20 pA."
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__lab_guide_question,"Can you elaborate on the role of the filament cathode?"
__label__lab_guide_question,"What are the safety precautions for handling mercury?"
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__virtual_lab_manipulation,"Check the temperature of the furnace."
__label__virtual_lab_manipulation,"Reset the electrometer zero check."
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__virtual_lab_manipulation,"Change the electrometer range to 20 pA."
__label__virtual_lab_manipulation,"Increase the reaction chamber's pressure."
__label__virtual_lab_manipulation,"Check the temperature of the furnace."
__label__virtual_lab_manipulation,"Find the VVR measurement."
__label__virtual_lab_manipulation,"Reset the electrometer zero check."
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__lab_guide_question,"What are the units of the Keithley electrometer readings?"
__label__lab_guide_question,"What is the atomic weight of mercury?"
__label__virtual_lab_manipulation,"Turn off the filament."
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__lab_guide_question,"What are inelastic collisions in the context of this experiment?"
__label__lab_guide_question,"Can you explain the purpose of the Franck-Hertz experiment?"
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__lab_guide_question,"Why is mercury used in the Franck-Hertz experiment?"
__label__lab_guide_question,"What is the atomic weight of mercury?"
__label__virtual_lab_manipulation,"Switch to the DATA camera view."
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__lab_guide_question,"How does the DC power supply affect the experiment?"
__label__lab_guide_question,"How do you measure the first excitation energy of mercury?"
__label__virtual_lab_manipulation,"Check the temperature of the furnace."
__label__virtual_lab_manipulation,"Adjust the variac for a stable temperature."
__label__virtual_lab_manipulation,"Switch to the DATA camera view."
__label__lab_guide_question,"What is the significance of quantized energy levels?"
__label__lab_guide_question,"Why do mercury atoms show inelastic collisions?"
__label__virtual_lab_manipulation,"Turn on the DC power supply."
__label__virtual_lab_manipulation,"Switch to the tube camera."
__label__virtual_lab_manipulation,"Start recording the electrometer current."
__label__virtual_lab_manipulation,"Increase the reaction chamber's pressure."
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Reset the electrometer zero check."
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__virtual_lab_manipulation,"Rotate the Va potentiometer clockwise."
__label__virtual_lab_manipulation,"Set the oven to 300 degrees."
__label__lab_guide_question,"What does the electrometer measure?"
__label__virtual_lab_manipulation,"Adjust the filament variac knob."
__label__virtual_lab_manipulation,"Activate the heat camera feed."
__label__lab_guide_question,"How is the accelerating voltage controlled?"
__label__virtual_lab_manipulation,"Perform the zero correction on the electrometer."
__label__lab_guide_question,"What does the retarding voltage do?"
__label__virtual_lab_manipulation,"Monitor the oven temperature."
__label__lab_guide_question,"Why do we observe discrete drops in current during the experiment?"
__label__lab_guide_question,"Can you elaborate on the role of the filament cathode?"
__label__virtual_lab_manipulation,"Reduce the filament current."
__label__lab_guide_question,"Explain the concept of thermionic emission."
